Objects
100
,,Global Angle drone1:drone1,,,,,,
Frame,Sub Frame,RX,RY,RZ,TX,TY,TZ
,,rad,rad,rad,mm,mm,mm
12088,0,-0.007983,0.017857,-0.542904,-392.161682,548.529968,65.350632
12089,0,-0.008445,0.017602,-0.542788,-392.158081,548.528870,65.358963
12090,0,-0.008973,0.018094,-0.542882,-392.162415,548.524231,65.349869
12091,0,-0.008618,0.018211,-0.542942,-392.162354,548.527832,65.353325
12092,0,-0.008396,0.017702,-0.542870,-392.160095,548.527344,65.355774
12093,0,-0.007960,0.017775,-0.543006,-392.169006,548.535400,65.346664
12094,0,-0.008028,0.018041,-0.543074,-392.161926,548.533752,65.352280
12095,0,-0.007167,0.017479,-0.542999,-392.156219,548.531067,65.358818
12096,0,-0.008072,0.017817,-0.542936,-392.168335,548.535461,65.347557
12097,0,-0.007731,0.018133,-0.542963,-392.159363,548.537781,65.351303
12098,0,-0.008526,0.017852,-0.542860,-392.165894,548.531860,65.358818
12099,0,-0.008814,0.017774,-0.542725,-392.151764,548.529907,65.362526
12100,0,-0.008349,0.017619,-0.542984,-392.163818,548.523682,65.358032
12101,0,-0.008327,0.017976,-0.542855,-392.151093,548.531311,65.357338
12102,0,-0.008704,0.017977,-0.542823,-392.155731,548.527588,65.352097
12103,0,-0.008230,0.017557,-0.542823,-392.157654,548.530273,65.355400
12104,0,-0.008633,0.018089,-0.542876,-392.150543,548.530029,65.354195
12105,0,-0.008177,0.017555,-0.542887,-392.155457,548.531372,65.352844
12106,0,-0.008751,0.017942,-0.543102,-392.164825,548.523010,65.346970
12107,0,-0.008464,0.018154,-0.542842,-392.158386,548.534424,65.351295
12108,0,-0.008010,0.017770,-0.543056,-392.155640,548.527039,65.349297
12109,0,-0.007841,0.017858,-0.542774,-392.157715,548.529114,65.347870
12110,0,-0.008401,0.017845,-0.542851,-392.163849,548.524475,65.351105
12111,0,-0.008366,0.018059,-0.543046,-392.155518,548.523865,65.351990
12112,0,-0.007611,0.017533,-0.543075,-392.155243,548.523193,65.350967
12113,0,-0.008196,0.017682,-0.542740,-392.157410,548.532471,65.350731
12114,0,-0.009020,0.018020,-0.542940,-392.160583,548.528259,65.354767
12115,0,-0.008614,0.017721,-0.542878,-392.153107,548.528259,65.359787
12116,0,-0.008236,0.017817,-0.542800,-392.148804,548.523376,65.358070
12117,0,-0.008963,0.017980,-0.542978,-392.157349,548.523743,65.348846
12118,0,-0.008390,0.017872,-0.542922,-392.156067,548.520142,65.350525
12119,0,-0.008142,0.017727,-0.542960,-392.153198,548.531921,65.356308
12120,0,-0.007559,0.017806,-0.543054,-392.151520,548.531860,65.354584
12121,0,-0.008911,0.017883,-0.542759,-392.156982,548.520447,65.346016
12122,0,-0.008793,0.018074,-0.543081,-392.158325,548.524231,65.346039
12123,0,-0.008996,0.018207,-0.542999,-392.162750,548.524170,65.351189
12124,0,-0.008791,0.017998,-0.542994,-392.167389,548.517761,65.346252
12125,0,-0.008112,0.017766,-0.543076,-392.159851,548.521729,65.349815
12126,0,-0.007949,0.017722,-0.542995,-392.161865,548.515991,65.350189
12127,0,-0.008669,0.017802,-0.542918,-392.162201,548.516418,65.352211
12128,0,-0.009030,0.018025,-0.542878,-392.167786,548.508972,65.346840
12129,0,-0.009145,0.018186,-0.542848,-392.154480,548.518555,65.352715
12130,0,-0.008350,0.018153,-0.542986,-392.163391,548.528687,65.355515
12131,0,-0.009415,0.018239,-0.542816,-392.171661,548.513855,65.343285
12132,0,-0.008609,0.017708,-0.542837,-392.159271,548.521851,65.361305
12133,0,-0.008034,0.017741,-0.543042,-392.160461,548.524719,65.353119
12134,0,-0.007898,0.017761,-0.542895,-392.165894,548.530518,65.341408
12135,0,-0.008581,0.017920,-0.542988,-392.162201,548.523926,65.350784
12136,0,-0.008696,0.017973,-0.543013,-392.152649,548.525574,65.352623
12137,0,-0.008314,0.017857,-0.542854,-392.160706,548.528320,65.345131
12138,0,-0.008516,0.017952,-0.543041,-392.155212,548.529358,65.349686
12139,0,-0.008150,0.017680,-0.542789,-392.162445,548.530334,65.345680
12140,0,-0.009021,0.018194,-0.542735,-392.169861,548.532593,65.342117
12141,0,-0.008986,0.018016,-0.542943,-392.161255,548.521667,65.345360
12142,0,-0.008860,0.018094,-0.542891,-392.152802,548.524475,65.345985
12143,0,-0.007512,0.017891,-0.543200,-392.154144,548.529968,65.350067
12144,0,-0.008881,0.017813,-0.543031,-392.155121,548.527161,65.353317
12145,0,-0.008176,0.017862,-0.543211,-392.151855,548.526123,65.350098
12146,0,-0.007764,0.017891,-0.543146,-392.161835,548.530273,65.345703
12147,0,-0.009181,0.017912,-0.542799,-392.151520,548.524231,65.346924
12148,0,-0.008282,0.017867,-0.542910,-392.145691,548.536133,65.347504
12149,0,-0.008807,0.018083,-0.542891,-392.155914,548.528137,65.347412
12150,0,-0.008618,0.017769,-0.542808,-392.157227,548.529358,65.351357
12151,0,-0.008207,0.017949,-0.543039,-392.148804,548.534912,65.349426
12152,0,-0.008432,0.017822,-0.543037,-392.155609,548.530884,65.349815
12153,0,-0.008704,0.018190,-0.543098,-392.151672,548.539246,65.354454
12154,0,-0.008823,0.018039,-0.542874,-392.153351,548.531372,65.344032
12155,0,-0.007855,0.017766,-0.542988,-392.152039,548.537964,65.349854
12156,0,-0.008686,0.017957,-0.542980,-392.157990,548.534851,65.342674
12157,0,-0.008817,0.017923,-0.542703,-392.153595,548.548889,65.351891
12158,0,-0.009719,0.018142,-0.542945,-392.154755,548.531372,65.353691
12159,0,-0.007849,0.017637,-0.542928,-392.150940,548.542603,65.357567
12160,0,-0.007869,0.017765,-0.542784,-392.152649,548.547424,65.351585
12161,0,-0.008471,0.018093,-0.542926,-392.154114,548.539673,65.355637
12162,0,-0.008224,0.017992,-0.543081,-392.151733,548.538635,65.356438
12163,0,-0.008716,0.017953,-0.542951,-392.158508,548.531372,65.346756
12164,0,-0.009111,0.017972,-0.542858,-392.168091,548.530640,65.346512
12165,0,-0.008141,0.017689,-0.543189,-392.163269,548.534302,65.350540
12166,0,-0.008057,0.017805,-0.543008,-392.152740,548.532654,65.361496
12167,0,-0.009286,0.018055,-0.542660,-392.152985,548.536316,65.360611
12168,0,-0.008326,0.018242,-0.542959,-392.149963,548.535095,65.348351
12169,0,-0.008212,0.017670,-0.542837,-392.151703,548.532532,65.354889
12170,0,-0.008845,0.017887,-0.542785,-392.154999,548.529297,65.349846
12171,0,-0.008130,0.017847,-0.543049,-392.146545,548.531860,65.356392
12172,0,-0.008877,0.018011,-0.542750,-392.154602,548.528259,65.343674
12173,0,-0.008233,0.017862,-0.543030,-392.162079,548.528137,65.344940
12174,0,-0.009365,0.018039,-0.542872,-392.152985,548.531311,65.356888
12175,0,-0.008355,0.017728,-0.542959,-392.149902,548.531494,65.360878
12176,0,-0.008783,0.017971,-0.542880,-392.165009,548.525330,65.353600
12177,0,-0.008268,0.017838,-0.542856,-392.165680,548.531555,65.347557
12178,0,-0.008878,0.018143,-0.542962,-392.156830,548.528320,65.352722
12179,0,-0.007716,0.017626,-0.543023,-392.152924,548.531555,65.354477
12180,0,-0.008550,0.017634,-0.542874,-392.154144,548.520691,65.359642
12181,0,-0.008820,0.017788,-0.542945,-392.159241,548.521606,65.352951
12182,0,-0.009060,0.017956,-0.543257,-392.155334,548.512634,65.353973
12183,0,-0.008039,0.017798,-0.542819,-392.151703,548.529297,65.352821
12184,0,-0.008741,0.017807,-0.542868,-392.149261,548.530151,65.358620
12185,0,-0.008244,0.017827,-0.542871,-392.157196,548.523315,65.359528
12186,0,-0.008399,0.018105,-0.543086,-392.156006,548.517273,65.348038
12187,0,-0.008875,0.018093,-0.542852,-392.159149,548.526672,65.346680
12188,0,-0.007891,0.017449,-0.542774,-392.158875,548.532043,65.343246
12189,0,-0.008355,0.017657,-0.542747,-392.158783,548.519287,65.348572
12190,0,-0.009706,0.018215,-0.542746,-392.162903,548.519531,65.347198
12191,0,-0.008012,0.017955,-0.542621,-392.152863,548.540405,65.351410
12192,0,-0.008519,0.017805,-0.542939,-392.155334,548.527466,65.355186
12193,0,-0.008365,0.017915,-0.543097,-392.161713,548.525391,65.353210
12194,0,-0.008154,0.017898,-0.542876,-392.151062,548.527100,65.356262
12195,0,-0.008573,0.017887,-0.542763,-392.160614,548.527100,65.355186
12196,0,-0.008571,0.018002,-0.542845,-392.159485,548.529541,65.347984
12197,0,-0.008622,0.017951,-0.542990,-392.158173,548.522522,65.355278
12198,0,-0.008595,0.017782,-0.542980,-392.153625,548.521362,65.358231
12199,0,-0.008279,0.017831,-0.542895,-392.156769,548.526733,65.364922
12200,0,-0.008013,0.017776,-0.542931,-392.152771,548.526062,65.358917
12201,0,-0.008484,0.017999,-0.543057,-392.162903,548.521667,65.352196
12202,0,-0.007847,0.017664,-0.542979,-392.156555,548.530945,65.359528
12203,0,-0.008549,0.017792,-0.542922,-392.154114,548.527344,65.354950
12204,0,-0.007722,0.017613,-0.542717,-392.156891,548.529663,65.356384
12205,0,-0.008844,0.018075,-0.542871,-392.163116,548.528320,65.349686
12206,0,-0.008749,0.018051,-0.542793,-392.161804,548.522339,65.348907
12207,0,-0.007928,0.017923,-0.543114,-392.161835,548.529236,65.344757
12208,0,-0.008752,0.017783,-0.542961,-392.153839,548.522827,65.354263
12209,0,-0.008615,0.017769,-0.542779,-392.158081,548.528931,65.349640
12210,0,-0.008850,0.018283,-0.542987,-392.157288,548.523743,65.346909
12211,0,-0.008315,0.017889,-0.542842,-392.157928,548.529785,65.354095
12212,0,-0.008745,0.017984,-0.542923,-392.154633,548.523438,65.347534
12213,0,-0.009265,0.018184,-0.543080,-392.165039,548.524292,65.343895
12214,0,-0.009205,0.018220,-0.542914,-392.153168,548.522095,65.359077
12215,0,-0.009872,0.018392,-0.542964,-392.153992,548.518005,65.353340
12216,0,-0.008662,0.018013,-0.542867,-392.148987,548.530457,65.353195
12217,0,-0.009614,0.018082,-0.542830,-392.158295,548.515991,65.352348
12218,0,-0.008900,0.017992,-0.542903,-392.161621,548.516479,65.350380
12219,0,-0.008088,0.017859,-0.543041,-392.157288,548.521057,65.351227
12220,0,-0.007953,0.017871,-0.542859,-392.162018,548.524048,65.345947
12221,0,-0.008551,0.017909,-0.542966,-392.156372,548.524475,65.355850
12222,0,-0.008085,0.017715,-0.543046,-392.152405,548.522766,65.347260
12223,0,-0.009634,0.018140,-0.542731,-392.164337,548.523560,65.346725
12224,0,-0.008956,0.018109,-0.542913,-392.151703,548.524353,65.361061
12225,0,-0.009988,0.018259,-0.543078,-392.159973,548.515320,65.355644
12226,0,-0.008823,0.018144,-0.542877,-392.152924,548.528625,65.358551
12227,0,-0.007759,0.017805,-0.543018,-392.154388,548.532166,65.357468
12228,0,-0.008832,0.017942,-0.542971,-392.161072,548.527039,65.351013
12229,0,-0.008789,0.017900,-0.542844,-392.156891,548.528503,65.356781
12230,0,-0.008945,0.017883,-0.542915,-392.149109,548.524170,65.355591
12231,0,-0.009574,0.018227,-0.542750,-392.159760,548.525818,65.350624
12232,0,-0.008466,0.017831,-0.542857,-392.164062,548.531982,65.356705
12233,0,-0.009106,0.017806,-0.542806,-392.163818,548.528320,65.353401
12234,0,-0.008364,0.017729,-0.542883,-392.158844,548.530457,65.347443
12235,0,-0.007999,0.017914,-0.543051,-392.166107,548.533264,65.353088
12236,0,-0.008154,0.017737,-0.542857,-392.159790,548.534607,65.357910
12237,0,-0.008019,0.017827,-0.543046,-392.166443,548.531006,65.345978
12238,0,-0.009224,0.018082,-0.542864,-392.164246,548.528992,65.349525
12239,0,-0.008333,0.017839,-0.542824,-392.160278,548.536682,65.355507
12240,0,-0.009054,0.017730,-0.542766,-392.159576,548.525635,65.348824
12241,0,-0.008710,0.017973,-0.542945,-392.159546,548.524048,65.354362
12242,0,-0.007867,0.017930,-0.543100,-392.161194,548.531494,65.353760
12243,0,-0.008476,0.017767,-0.542934,-392.167816,548.530884,65.344246
12244,0,-0.008913,0.018019,-0.543059,-392.161957,548.528625,65.353798
12245,0,-0.009158,0.018134,-0.542968,-392.162140,548.529541,65.347374
12246,0,-0.008525,0.017805,-0.542849,-392.158325,548.533203,65.350067
12247,0,-0.009469,0.017762,-0.542766,-392.152985,548.524353,65.356262
12248,0,-0.008395,0.017992,-0.543134,-392.156952,548.534668,65.358597
12249,0,-0.008316,0.017811,-0.542871,-392.158264,548.531250,65.351440
12250,0,-0.008086,0.017602,-0.542737,-392.160675,548.532593,65.350792
12251,0,-0.009072,0.018106,-0.542922,-392.154480,548.528748,65.353073
12252,0,-0.008900,0.017957,-0.542999,-392.152771,548.526672,65.362091
12253,0,-0.008333,0.017943,-0.543162,-392.165009,548.526978,65.349777
12254,0,-0.008836,0.018245,-0.542840,-392.163513,548.528992,65.345200
12255,0,-0.009160,0.018125,-0.542841,-392.158539,548.526672,65.348167
12256,0,-0.008447,0.017989,-0.542970,-392.155365,548.531189,65.355690
12257,0,-0.008447,0.017780,-0.542847,-392.153107,548.534302,65.354599
12258,0,-0.008935,0.018001,-0.542889,-392.164307,548.524841,65.345779
12259,0,-0.008180,0.017973,-0.543085,-392.152618,548.535156,65.359116
12260,0,-0.008276,0.017682,-0.542737,-392.167847,548.533630,65.351692
12261,0,-0.008465,0.017899,-0.542868,-392.164764,548.532898,65.350128
12262,0,-0.007640,0.017845,-0.543164,-392.155579,548.533203,65.352524
12263,0,-0.008368,0.017838,-0.542770,-392.153473,548.537598,65.362816
12264,0,-0.008607,0.017765,-0.542964,-392.160553,548.527527,65.355957
12265,0,-0.008545,0.018099,-0.542883,-392.163361,548.528137,65.355515
12266,0,-0.008472,0.017829,-0.542828,-392.156830,548.531311,65.352356
12267,0,-0.008408,0.017978,-0.542932,-392.160400,548.531860,65.357162
12268,0,-0.008354,0.017999,-0.542924,-392.165100,548.530212,65.347488
12269,0,-0.008172,0.017716,-0.542888,-392.157562,548.536011,65.354340
12270,0,-0.008567,0.017856,-0.542777,-392.162811,548.530945,65.348602
12271,0,-0.008136,0.017745,-0.542984,-392.161102,548.530701,65.353027
12272,0,-0.008634,0.017915,-0.542777,-392.158081,548.530212,65.352753
12273,0,-0.008803,0.017990,-0.542888,-392.167114,548.525818,65.350716
12274,0,-0.008296,0.017760,-0.542904,-392.157959,548.529114,65.360313
12275,0,-0.008867,0.018082,-0.542955,-392.160065,548.523071,65.353828
12276,0,-0.008188,0.017887,-0.543027,-392.165588,548.523682,65.346558
12277,0,-0.008253,0.017867,-0.542971,-392.161377,548.527344,65.349182
12278,0,-0.007928,0.017867,-0.543020,-392.153351,548.531250,65.354935
12279,0,-0.008687,0.017719,-0.543061,-392.151917,548.525391,65.359673
12280,0,-0.008370,0.017962,-0.542981,-392.155914,548.527588,65.351311
12281,0,-0.007945,0.017773,-0.543058,-392.149689,548.533508,65.359451
12282,0,-0.009167,0.017971,-0.542955,-392.152405,548.523560,65.358131
12283,0,-0.009001,0.018019,-0.542985,-392.168518,548.519470,65.343933
12284,0,-0.008301,0.017801,-0.542908,-392.156677,548.531494,65.350060
12285,0,-0.007867,0.017988,-0.543033,-392.160339,548.536194,65.350525
12286,0,-0.008750,0.017906,-0.542865,-392.158691,548.522034,65.352165
12287,0,-0.007820,0.018033,-0.543025,-392.154083,548.532349,65.345596
12288,0,-0.007711,0.017705,-0.543010,-392.161377,548.532104,65.351006
12289,0,-0.007750,0.017751,-0.542856,-392.155304,548.533630,65.352928
12290,0,-0.007870,0.017622,-0.542898,-392.159515,548.531433,65.357704
12291,0,-0.008472,0.017960,-0.542830,-392.152466,548.523804,65.354729
12292,0,-0.009088,0.018105,-0.542721,-392.158020,548.524719,65.356262
12293,0,-0.008544,0.018168,-0.542908,-392.159576,548.530151,65.349037
12294,0,-0.008939,0.018054,-0.542995,-392.160461,548.522949,65.351715
12295,0,-0.008158,0.017991,-0.542959,-392.166992,548.521851,65.342308
12296,0,-0.009715,0.018438,-0.542789,-392.149078,548.522400,65.356071
12297,0,-0.008524,0.017684,-0.542916,-392.158447,548.523682,65.352623
12298,0,-0.008611,0.017762,-0.543058,-392.148560,548.518555,65.349236
12299,0,-0.007887,0.017790,-0.542994,-392.156097,548.526611,65.347946
12300,0,-0.008379,0.017919,-0.543048,-392.151917,548.533569,65.357330
12301,0,-0.007948,0.017763,-0.542886,-392.160767,548.532898,65.351227
12302,0,-0.008844,0.017926,-0.542934,-392.157013,548.523193,65.355888
12303,0,-0.008421,0.017882,-0.542717,-392.160370,548.529297,65.348106
12304,0,-0.008628,0.017995,-0.542859,-392.155334,548.530334,65.349625
12305,0,-0.009061,0.017918,-0.542944,-392.162140,548.523560,65.349838
12306,0,-0.008583,0.017706,-0.543003,-392.164154,548.516724,65.348724
12307,0,-0.008768,0.018046,-0.542883,-392.167114,548.522705,65.338921
12308,0,-0.009940,0.018179,-0.542778,-392.157318,548.513000,65.353111
12309,0,-0.008828,0.018034,-0.542937,-392.160583,548.508118,65.347275
12310,0,-0.007827,0.017726,-0.543110,-392.158478,548.506775,65.349251
12311,0,-0.008269,0.017872,-0.543058,-392.152405,548.516174,65.352287
12312,0,-0.008992,0.017849,-0.542677,-392.146820,548.539673,65.346893
12313,0,-0.009335,0.018336,-0.542874,-392.153809,548.537598,65.349457
12314,0,-0.008055,0.017775,-0.543149,-392.149109,548.533081,65.359451
12315,0,-0.007926,0.017756,-0.543002,-392.151245,548.533386,65.361450
12316,0,-0.008569,0.017822,-0.542951,-392.161621,548.529114,65.357864
12317,0,-0.007599,0.017962,-0.542878,-392.165955,548.537659,65.358971
12318,0,-0.008864,0.018068,-0.542745,-392.171326,548.526184,65.354744
12319,0,-0.009492,0.018162,-0.542855,-392.162567,548.525940,65.367058
12320,0,-0.009504,0.018056,-0.542874,-392.163269,548.524231,65.361557
12321,0,-0.009472,0.018090,-0.542695,-392.168884,548.527283,65.362778
12322,0,-0.008827,0.018118,-0.542944,-392.163147,548.528137,65.361588
12323,0,-0.009356,0.017979,-0.542799,-392.160553,548.523804,65.360725
12324,0,-0.008576,0.018071,-0.542851,-392.152985,548.531555,65.364784
12325,0,-0.008576,0.017752,-0.542795,-392.163971,548.530396,65.355522
12326,0,-0.008213,0.017874,-0.542974,-392.157928,548.532166,65.356850
12327,0,-0.008503,0.017887,-0.542804,-392.154480,548.529053,65.363289
12328,0,-0.008355,0.018051,-0.543026,-392.150146,548.523438,65.365227
12329,0,-0.008852,0.017840,-0.542952,-392.164032,548.524170,65.358315
12330,0,-0.008910,0.017966,-0.542799,-392.155884,548.527222,65.356636
12331,0,-0.008314,0.017740,-0.543065,-392.159515,548.531067,65.364395
12332,0,-0.008275,0.017882,-0.542915,-392.159821,548.537354,65.354126
12333,0,-0.008700,0.018127,-0.542931,-392.166656,548.534912,65.350769
12334,0,-0.008959,0.018164,-0.542996,-392.162476,548.530273,65.349594
12335,0,-0.008160,0.017864,-0.542920,-392.154053,548.531799,65.361633
12336,0,-0.008436,0.017774,-0.542914,-392.147675,548.529724,65.352432
12337,0,-0.009039,0.017931,-0.542831,-392.159729,548.527588,65.362915
12338,0,-0.008424,0.017985,-0.542991,-392.159607,548.528625,65.356667
12339,0,-0.008245,0.017904,-0.542858,-392.151459,548.537537,65.365967
12340,0,-0.008267,0.018082,-0.542980,-392.162598,548.531799,65.356163
12341,0,-0.007892,0.017716,-0.543014,-392.149933,548.529907,65.370033
12342,0,-0.008025,0.017769,-0.543099,-392.153931,548.524231,65.360771
12343,0,-0.008445,0.017939,-0.542813,-392.160065,548.532104,65.355370
12344,0,-0.007778,0.017879,-0.543115,-392.155396,548.527100,65.356148
12345,0,-0.008484,0.017895,-0.542940,-392.155518,548.531677,65.362701
12346,0,-0.008151,0.017821,-0.542899,-392.155243,548.530090,65.360085
12347,0,-0.008801,0.018108,-0.542863,-392.157257,548.529846,65.360832
12348,0,-0.009482,0.018295,-0.542821,-392.162598,548.526733,65.362335
12349,0,-0.008887,0.017898,-0.542876,-392.161774,548.520081,65.349747
12350,0,-0.008624,0.017909,-0.542809,-392.159973,548.525940,65.354164
12351,0,-0.008423,0.017812,-0.542843,-392.151611,548.528442,65.357048
12352,0,-0.008536,0.017930,-0.542824,-392.152710,548.521606,65.354332
12353,0,-0.009012,0.018218,-0.542872,-392.156677,548.525452,65.355766
12354,0,-0.008701,0.017913,-0.542750,-392.155334,548.533875,65.353394
12355,0,-0.008421,0.018198,-0.543241,-392.156921,548.519287,65.349884
12356,0,-0.008461,0.017966,-0.542985,-392.157227,548.524963,65.364586
12357,0,-0.008586,0.018008,-0.542939,-392.164551,548.527283,65.347870
12358,0,-0.008918,0.018120,-0.542797,-392.161621,548.521667,65.352104
12359,0,-0.008902,0.017575,-0.542858,-392.141754,548.518127,65.367508
12360,0,-0.008338,0.017768,-0.542786,-392.154846,548.523193,65.355843
12361,0,-0.009493,0.017948,-0.542810,-392.159882,548.524048,65.353836
12362,0,-0.007794,0.017905,-0.542735,-392.147491,548.537354,65.358330
12363,0,-0.009090,0.017927,-0.542649,-392.145721,548.532349,65.364937
12364,0,-0.008399,0.017861,-0.542797,-392.151886,548.524170,65.358009
12365,0,-0.008695,0.018269,-0.543014,-392.146179,548.524048,65.357109
12366,0,-0.008576,0.018285,-0.543061,-392.150543,548.524170,65.347046
12367,0,-0.008211,0.017920,-0.543031,-392.153198,548.532776,65.343758
12368,0,-0.009143,0.018063,-0.542833,-392.158325,548.522461,65.347618
12369,0,-0.008195,0.017829,-0.542958,-392.148682,548.530884,65.351646
12370,0,-0.008202,0.018034,-0.542973,-392.150757,548.536804,65.350121
12371,0,-0.008470,0.018072,-0.542988,-392.149384,548.532349,65.352951
12372,0,-0.008929,0.017675,-0.542859,-392.129883,548.534302,65.360962
12373,0,-0.009024,0.017930,-0.542744,-392.143951,548.536621,65.352188
12374,0,-0.008398,0.017811,-0.542916,-392.141388,548.549255,65.358574
12375,0,-0.009128,0.018059,-0.542894,-392.139099,548.535950,65.359695
12376,0,-0.008552,0.017915,-0.542727,-392.143921,548.543030,65.361916
12377,0,-0.008420,0.017869,-0.542974,-392.149689,548.535522,65.360489
12378,0,-0.008457,0.018134,-0.543036,-392.153625,548.534424,65.353905
12379,0,-0.008591,0.017738,-0.542912,-392.156158,548.534729,65.353630
12380,0,-0.008973,0.018052,-0.542905,-392.151215,548.532898,65.360123
12381,0,-0.009196,0.018203,-0.542826,-392.150482,548.535339,65.355843
12382,0,-0.008115,0.017721,-0.542802,-392.148560,548.546204,65.359795
12383,0,-0.008327,0.017912,-0.543011,-392.149109,548.548828,65.359390
12384,0,-0.009105,0.018166,-0.542863,-392.152832,548.538635,65.350548
12385,0,-0.008967,0.017885,-0.542921,-392.155029,548.540039,65.357819
12386,0,-0.008806,0.017696,-0.542900,-392.154022,548.536499,65.355026
12387,0,-0.008282,0.017789,-0.542835,-392.149567,548.538147,65.362488
12388,0,-0.008437,0.017732,-0.542713,-392.152893,548.537537,65.353867
12389,0,-0.008267,0.017871,-0.543040,-392.153198,548.542053,65.355919
12390,0,-0.008913,0.017888,-0.542785,-392.147186,548.543274,65.362701
12391,0,-0.007789,0.017868,-0.543036,-392.147552,548.543640,65.360039
12392,0,-0.008072,0.017711,-0.542797,-392.149536,548.542542,65.366798
12393,0,-0.007916,0.017680,-0.542812,-392.152618,548.543213,65.356491
12394,0,-0.008410,0.017973,-0.542869,-392.150574,548.536804,65.355141
12395,0,-0.008312,0.017971,-0.542898,-392.150482,548.538574,65.353462
12396,0,-0.008371,0.017519,-0.542970,-392.157776,548.533936,65.365990
12397,0,-0.008590,0.017438,-0.542893,-392.161377,548.529114,65.359200
12398,0,-0.008254,0.017948,-0.542958,-392.156464,548.535156,65.356071
12399,0,-0.009374,0.018255,-0.542935,-392.155731,548.524353,65.360748
12400,0,-0.008759,0.018148,-0.543047,-392.160980,548.523804,65.357292
12401,0,-0.008820,0.017762,-0.542997,-392.155243,548.529358,65.361671
12402,0,-0.009087,0.018203,-0.542785,-392.149933,548.540161,65.364845
12403,0,-0.008554,0.017953,-0.542847,-392.154022,548.533386,65.353943
12404,0,-0.008565,0.017999,-0.542791,-392.138062,548.537598,65.359413
12405,0,-0.008152,0.017847,-0.542935,-392.152069,548.523926,65.354904
12406,0,-0.008573,0.017546,-0.542936,-392.140442,548.525146,65.372383
12407,0,-0.007704,0.017811,-0.543010,-392.161896,548.527710,65.348541
12408,0,-0.008677,0.017555,-0.542747,-392.147308,548.525330,65.352806
12409,0,-0.009512,0.018160,-0.542659,-392.151520,548.528015,65.349655
12410,0,-0.008329,0.017919,-0.542948,-392.157593,548.517883,65.355347
12411,0,-0.007975,0.017809,-0.542893,-392.149017,548.529297,65.360092
12412,0,-0.008920,0.018011,-0.543016,-392.150848,548.522827,65.363022
12413,0,-0.008233,0.017921,-0.542880,-392.152985,548.529785,65.348213
12414,0,-0.008868,0.018364,-0.542826,-392.155060,548.533020,65.348427
12415,0,-0.008525,0.017801,-0.543072,-392.151184,548.529846,65.355698
12416,0,-0.008595,0.017910,-0.542818,-392.150208,548.526184,65.361580
12417,0,-0.008873,0.017580,-0.542769,-392.145142,548.519714,65.357582
12418,0,-0.008176,0.018045,-0.543008,-392.139679,548.526733,65.355354
12419,0,-0.008397,0.017914,-0.543123,-392.143433,548.522034,65.358765
12420,0,-0.008179,0.017787,-0.543133,-392.154724,548.515625,65.346649
12421,0,-0.008523,0.017862,-0.542885,-392.148438,548.523010,65.348831
12422,0,-0.008781,0.017896,-0.542894,-392.157745,548.524231,65.346260
12423,0,-0.008560,0.017880,-0.542862,-392.155334,548.525146,65.351807
12424,0,-0.008572,0.018046,-0.543051,-392.155060,548.525574,65.349106
12425,0,-0.008431,0.018129,-0.542955,-392.146393,548.524231,65.357361
12426,0,-0.009422,0.018063,-0.542688,-392.147705,548.523438,65.347404
12427,0,-0.007960,0.017652,-0.542819,-392.154419,548.525330,65.348381
12428,0,-0.008685,0.017792,-0.542828,-392.148346,548.521362,65.349754
12429,0,-0.009229,0.018267,-0.542787,-392.153198,548.514526,65.344933
12430,0,-0.008956,0.017792,-0.542802,-392.144104,548.516602,65.353645
12431,0,-0.009044,0.017963,-0.542773,-392.144806,548.513489,65.349442
12432,0,-0.008924,0.018151,-0.542932,-392.153442,548.510620,65.354225
12433,0,-0.008996,0.017943,-0.542856,-392.153961,548.512390,65.352272
12434,0,-0.008023,0.017887,-0.543098,-392.150330,548.525024,65.343987
12435,0,-0.008107,0.017612,-0.542994,-392.143463,548.526245,65.361641
12436,0,-0.008686,0.017898,-0.542841,-392.148499,548.532654,65.349472
12437,0,-0.008047,0.017806,-0.542857,-392.143707,548.534790,65.360153
12438,0,-0.008489,0.017738,-0.542983,-392.135559,548.537781,65.364517
12439,0,-0.007913,0.017646,-0.542915,-392.145447,548.537964,65.358368
12440,0,-0.008033,0.017723,-0.542889,-392.144897,548.537537,65.359077
12441,0,-0.008364,0.017989,-0.543010,-392.154053,548.534729,65.347298
12442,0,-0.008912,0.017992,-0.542887,-392.151093,548.529724,65.347282
12443,0,-0.007996,0.017825,-0.542953,-392.141785,548.539124,65.358498
12444,0,-0.008088,0.017756,-0.543109,-392.152435,548.534790,65.351143
12445,0,-0.008602,0.017744,-0.542887,-392.148682,548.534363,65.351791
12446,0,-0.008561,0.017821,-0.542974,-392.148254,548.531677,65.354790
12447,0,-0.008370,0.017762,-0.542945,-392.153778,548.537964,65.347328
12448,0,-0.008794,0.018207,-0.542821,-392.148865,548.535645,65.351624
12449,0,-0.007867,0.017731,-0.543062,-392.152191,548.534485,65.357544
12450,0,-0.009174,0.017954,-0.542902,-392.150330,548.534241,65.354393
12451,0,-0.008875,0.017904,-0.543004,-392.140808,548.530273,65.354958
12452,0,-0.008050,0.017692,-0.542894,-392.139099,548.533386,65.353531
12453,0,-0.008710,0.018005,-0.542897,-392.146271,548.527893,65.344368
