Objects
100
,,Global Angle drone1:drone1,,,,,,
Frame,Sub Frame,RX,RY,RZ,TX,TY,TZ
,,rad,rad,rad,mm,mm,mm
1764,0,-0.043678,-0.001391,1.516824,-607.507263,-1522.030884,65.081604
1765,0,-0.044107,-0.001084,1.516831,-607.549133,-1522.075439,65.031509
1766,0,-0.043570,-0.000919,1.516644,-607.518433,-1522.043945,65.073952
1767,0,-0.044028,-0.001561,1.516745,-607.516541,-1522.046387,65.073181
1768,0,-0.044388,-0.001662,1.516451,-607.519165,-1522.054688,65.054817
1769,0,-0.042654,-0.000795,1.516073,-607.496887,-1522.032959,65.091087
1770,0,-0.044424,-0.002275,1.516767,-607.522034,-1522.051880,65.050705
1771,0,-0.043444,-0.001565,1.516704,-607.505920,-1522.050049,65.080101
1772,0,-0.044512,-0.001691,1.516503,-607.518005,-1522.049194,65.067146
1773,0,-0.043713,-0.001259,1.516578,-607.528442,-1522.053955,65.064575
1774,0,-0.042714,-0.000528,1.516746,-607.526550,-1522.042725,65.072060
1775,0,-0.046503,-0.006360,1.516578,-607.506653,-1522.067505,65.039810
1776,0,-0.044224,-0.001583,1.516677,-607.521790,-1522.056885,65.070587
1777,0,-0.044167,-0.001957,1.516600,-607.509827,-1522.041504,65.079201
1778,0,-0.043297,-0.000777,1.516578,-607.523621,-1522.044067,65.066299
1779,0,-0.043770,-0.001971,1.516615,-607.508789,-1522.042603,65.095406
1780,0,-0.045512,-0.005504,1.516157,-607.464111,-1522.022339,65.062622
1781,0,-0.044155,-0.001092,1.516553,-607.511719,-1522.055908,65.060768
1782,0,-0.044030,-0.001325,1.516284,-607.517029,-1522.057861,65.081512
1783,0,-0.043452,-0.001320,1.516513,-607.507446,-1522.039917,65.075203
1784,0,-0.043533,-0.001212,1.516762,-607.512329,-1522.039062,65.083893
1785,0,-0.044243,-0.001777,1.516453,-607.513672,-1522.046265,65.077217
1786,0,-0.043178,-0.000541,1.516701,-607.560730,-1522.072754,65.040245
1787,0,-0.044597,-0.002023,1.516666,-607.512451,-1522.054565,65.081589
1788,0,-0.043655,-0.001246,1.516371,-607.502686,-1522.039795,65.077324
1789,0,-0.043857,-0.001146,1.516543,-607.533203,-1522.064453,65.059441
1790,0,-0.043524,-0.001664,1.516492,-607.503906,-1522.037354,65.093613
1791,0,-0.043400,-0.001192,1.517143,-607.526001,-1522.044556,65.068237
1792,0,-0.043564,-0.001130,1.516163,-607.513733,-1522.054688,65.064125
1793,0,-0.044537,-0.002194,1.516167,-607.505615,-1522.056274,65.077904
1794,0,-0.043472,-0.001091,1.516221,-607.525330,-1522.068237,65.053101
1795,0,-0.044107,-0.001587,1.516492,-607.520813,-1522.053833,65.074051
1796,0,-0.044597,-0.001731,1.516592,-607.524780,-1522.059937,65.055626
1797,0,-0.043397,-0.001080,1.516726,-607.526855,-1522.057373,65.063499
1798,0,-0.047067,-0.006382,1.516522,-607.473938,-1522.030273,65.074799
1799,0,-0.043613,-0.001327,1.516989,-607.526611,-1522.055420,65.058746
1800,0,-0.042429,-0.000430,1.516617,-607.549988,-1522.065430,65.062744
1801,0,-0.044200,-0.001422,1.516470,-607.513306,-1522.061890,65.063080
1802,0,-0.043777,-0.001371,1.516774,-607.515930,-1522.041626,65.080566
1803,0,-0.045469,-0.002474,1.516874,-607.527527,-1522.063599,65.058083
1804,0,-0.045188,-0.002090,1.517140,-607.505310,-1522.031860,65.064949
1805,0,-0.043323,-0.000784,1.516764,-607.527161,-1522.055908,65.059959
1806,0,-0.044360,-0.001271,1.516503,-607.502563,-1522.047974,65.081467
1807,0,-0.042877,-0.001331,1.516516,-607.520325,-1522.056519,65.069626
1808,0,-0.043600,-0.001122,1.516594,-607.548157,-1522.087158,65.040443
1809,0,-0.043228,-0.001214,1.516040,-607.513916,-1522.052002,65.075562
1810,0,-0.045072,-0.002118,1.517035,-607.524414,-1522.054810,65.061684
1811,0,-0.045057,-0.002765,1.516310,-607.495239,-1522.046387,65.069748
1812,0,-0.045323,-0.005070,1.516422,-607.471375,-1522.025024,65.070679
1813,0,-0.044456,-0.001837,1.516765,-607.547119,-1522.076782,65.041771
1814,0,-0.044211,-0.001823,1.516976,-607.518188,-1522.033691,65.076782
1815,0,-0.046040,-0.005381,1.516978,-607.500854,-1522.045410,65.040154
1816,0,-0.043702,-0.001578,1.516653,-607.518799,-1522.042236,65.073708
1817,0,-0.043081,-0.001085,1.516397,-607.503662,-1522.036987,65.076202
1818,0,-0.043364,-0.001001,1.516840,-607.536621,-1522.047485,65.069420
1819,0,-0.043851,-0.000491,1.516702,-607.537537,-1522.076660,65.038605
1820,0,-0.046494,-0.005577,1.516685,-607.531555,-1522.075073,65.004555
1821,0,-0.043497,-0.001268,1.516394,-607.502808,-1522.053223,65.084518
1822,0,-0.043865,-0.001274,1.516580,-607.520630,-1522.064575,65.053146
1823,0,-0.044558,-0.001882,1.516477,-607.493591,-1522.037476,65.086487
1824,0,-0.044032,-0.001392,1.516035,-607.488098,-1522.044800,65.072983
1825,0,-0.044552,-0.001639,1.517018,-607.512512,-1522.040283,65.063194
1826,0,-0.043326,-0.000818,1.516536,-607.506165,-1522.030884,65.077507
1827,0,-0.043717,-0.001527,1.516779,-607.514954,-1522.046021,65.068405
1828,0,-0.044319,-0.001210,1.516700,-607.499573,-1522.034546,65.071892
1829,0,-0.043419,-0.001235,1.516624,-607.511108,-1522.044800,65.083099
1830,0,-0.044171,-0.002007,1.516820,-607.508118,-1522.050049,65.066711
1831,0,-0.044836,-0.001983,1.516714,-607.512695,-1522.059937,65.074646
1832,0,-0.044175,-0.002089,1.516358,-607.528870,-1522.069092,65.054581
1833,0,-0.043150,-0.000943,1.516684,-607.523743,-1522.056763,65.062920
1834,0,-0.042410,-0.000219,1.516472,-607.499451,-1522.035767,65.086166
1835,0,-0.044358,-0.001961,1.516105,-607.489441,-1522.050049,65.071442
1836,0,-0.043768,-0.001358,1.516583,-607.509033,-1522.040039,65.080772
1837,0,-0.043798,-0.001240,1.516787,-607.505188,-1522.031128,65.090134
1838,0,-0.043144,-0.000825,1.516248,-607.502869,-1522.045410,65.068283
1839,0,-0.043216,-0.000548,1.516546,-607.529602,-1522.064209,65.059036
1840,0,-0.043734,-0.000839,1.516572,-607.510681,-1522.053955,65.054161
1841,0,-0.043949,-0.001102,1.516737,-607.514709,-1522.049927,65.061844
1842,0,-0.043653,-0.001340,1.516703,-607.513428,-1522.050049,65.079994
1843,0,-0.044243,-0.001808,1.516940,-607.521790,-1522.056396,65.069664
1844,0,-0.045408,-0.002363,1.516897,-607.529480,-1522.074341,65.051491
1845,0,-0.045148,-0.002433,1.516988,-607.541992,-1522.075317,65.046379
1846,0,-0.043499,-0.000826,1.516789,-607.536133,-1522.071533,65.042458
1847,0,-0.043988,-0.001535,1.516484,-607.520447,-1522.047729,65.069580
1848,0,-0.042613,-0.000475,1.516655,-607.542175,-1522.069580,65.055672
1849,0,-0.045921,-0.005795,1.516535,-607.460449,-1522.010742,65.086510
1850,0,-0.043359,-0.000965,1.516371,-607.494568,-1522.034302,65.081856
1851,0,-0.044538,-0.002229,1.516385,-607.490906,-1522.051636,65.068520
1852,0,-0.044256,-0.001621,1.516717,-607.546204,-1522.080200,65.035210
1853,0,-0.043936,-0.000909,1.516769,-607.533020,-1522.067993,65.053268
1854,0,-0.044476,-0.001667,1.516846,-607.509949,-1522.045898,65.059875
1855,0,-0.044388,-0.001738,1.516623,-607.500977,-1522.040283,65.088196
1856,0,-0.045944,-0.005555,1.516753,-607.507935,-1522.047241,65.036491
1857,0,-0.043474,-0.001427,1.516599,-607.511658,-1522.045044,65.075233
1858,0,-0.043112,-0.000714,1.516282,-607.489319,-1522.026245,65.097633
1859,0,-0.043790,-0.001445,1.516625,-607.520325,-1522.050537,65.056709
1860,0,-0.043125,-0.001078,1.516452,-607.504700,-1522.030762,65.086952
1861,0,-0.043515,-0.000880,1.516643,-607.500427,-1522.029663,65.083771
1862,0,-0.044334,-0.002590,1.516511,-607.511902,-1522.053467,65.067474
1863,0,-0.043646,-0.001901,1.516562,-607.537598,-1522.061279,65.070740
1864,0,-0.045016,-0.002362,1.516530,-607.524902,-1522.068359,65.048225
1865,0,-0.044081,-0.001306,1.517011,-607.530090,-1522.052368,65.068237
1866,0,-0.043995,-0.001041,1.516657,-607.522095,-1522.058838,65.072815
1867,0,-0.044827,-0.002414,1.517051,-607.538086,-1522.064697,65.035980
1868,0,-0.043643,-0.001323,1.516351,-607.497986,-1522.037964,65.101578
1869,0,-0.043330,-0.001498,1.516663,-607.505554,-1522.047119,65.086220
1870,0,-0.044210,-0.001582,1.516495,-607.508667,-1522.041870,65.076897
1871,0,-0.042845,-0.000936,1.516735,-607.506531,-1522.036255,65.085388
1872,0,-0.044154,-0.001898,1.516344,-607.519897,-1522.054688,65.056793
1873,0,-0.045186,-0.002463,1.516465,-607.461975,-1522.020630,65.109764
1874,0,-0.044455,-0.002051,1.516745,-607.495789,-1522.034058,65.084145
1875,0,-0.044342,-0.001481,1.516583,-607.514465,-1522.055908,65.060471
1876,0,-0.046478,-0.005883,1.516563,-607.480896,-1522.031860,65.070549
1877,0,-0.044773,-0.002014,1.516983,-607.545837,-1522.084351,65.019371
1878,0,-0.044195,-0.001373,1.516775,-607.547241,-1522.071655,65.047333
1879,0,-0.043575,-0.001339,1.516331,-607.523071,-1522.062012,65.073067
1880,0,-0.043622,-0.001409,1.516464,-607.502014,-1522.037842,65.089546
1881,0,-0.043196,-0.001341,1.515855,-607.498901,-1522.038940,65.086479
1882,0,-0.043922,-0.001220,1.516426,-607.502380,-1522.037109,65.079582
1883,0,-0.044715,-0.001421,1.516863,-607.530945,-1522.067627,65.047577
1884,0,-0.044503,-0.001819,1.516970,-607.527100,-1522.058472,65.058525
1885,0,-0.043012,-0.001089,1.516436,-607.520081,-1522.047852,65.078636
1886,0,-0.045322,-0.002242,1.517015,-607.543457,-1522.076660,65.046288
1887,0,-0.043538,-0.001132,1.516820,-607.536804,-1522.065308,65.055351
1888,0,-0.043874,-0.001449,1.516857,-607.514526,-1522.041870,65.077782
1889,0,-0.044700,-0.001884,1.516769,-607.529053,-1522.056396,65.052544
1890,0,-0.042847,-0.001182,1.516608,-607.524841,-1522.053955,65.075310
1891,0,-0.044245,-0.001624,1.516768,-607.498779,-1522.037842,65.078926
1892,0,-0.043457,-0.000873,1.516530,-607.530151,-1522.064697,65.068726
1893,0,-0.044214,-0.001937,1.516466,-607.495850,-1522.029297,65.090187
1894,0,-0.044858,-0.001876,1.516686,-607.505066,-1522.032593,65.081802
1895,0,-0.044553,-0.001805,1.516723,-607.514221,-1522.040649,65.061836
1896,0,-0.044073,-0.001884,1.516923,-607.524353,-1522.056152,65.066299
1897,0,-0.044414,-0.002331,1.516494,-607.511414,-1522.045044,65.071541
1898,0,-0.045506,-0.005404,1.516443,-607.476440,-1522.035522,65.070328
1899,0,-0.045070,-0.002959,1.516817,-607.525574,-1522.068115,65.052422
1900,0,-0.046710,-0.005861,1.516784,-607.506958,-1522.056274,65.034370
1901,0,-0.043881,-0.001659,1.516778,-607.540161,-1522.079346,65.051460
1902,0,-0.044213,-0.001897,1.516815,-607.510864,-1522.052368,65.069756
1903,0,-0.042805,-0.000654,1.516387,-607.528809,-1522.063843,65.067154
1904,0,-0.043276,-0.001239,1.516626,-607.515259,-1522.047607,65.075035
1905,0,-0.043561,-0.001298,1.516672,-607.507263,-1522.040894,65.081909
1906,0,-0.044572,-0.002124,1.516907,-607.518005,-1522.052124,65.076576
1907,0,-0.043318,-0.001141,1.516629,-607.509033,-1522.030151,65.091957
1908,0,-0.044045,-0.001380,1.516943,-607.536926,-1522.061768,65.062096
1909,0,-0.043618,-0.001414,1.516474,-607.503723,-1522.040283,65.082123
1910,0,-0.044277,-0.001265,1.516890,-607.522095,-1522.051880,65.059341
1911,0,-0.046927,-0.006675,1.516539,-607.483154,-1522.048950,65.049141
1912,0,-0.043196,-0.001522,1.516182,-607.520203,-1522.063843,65.065224
1913,0,-0.043785,-0.001633,1.516243,-607.510254,-1522.060913,65.070572
1914,0,-0.044113,-0.001926,1.516395,-607.507690,-1522.047852,65.069855
1915,0,-0.043655,-0.001396,1.516842,-607.544373,-1522.059692,65.061195
1916,0,-0.046972,-0.005858,1.516430,-607.466370,-1522.021240,65.073067
1917,0,-0.044282,-0.001604,1.516646,-607.518860,-1522.054443,65.053642
1918,0,-0.043795,-0.001770,1.516647,-607.486267,-1522.027954,65.097603
1919,0,-0.046106,-0.005899,1.516380,-607.504883,-1522.059570,65.049583
1920,0,-0.043662,-0.001648,1.516232,-607.516113,-1522.046509,65.074364
1921,0,-0.044907,-0.001881,1.517029,-607.538208,-1522.081299,65.043610
1922,0,-0.043872,-0.001296,1.516563,-607.526489,-1522.076782,65.048813
1923,0,-0.044457,-0.001445,1.516863,-607.529785,-1522.066528,65.047630
1924,0,-0.044626,-0.002114,1.516421,-607.506592,-1522.057251,65.058273
1925,0,-0.043448,-0.001233,1.516557,-607.521362,-1522.060059,65.076141
1926,0,-0.044362,-0.001391,1.516687,-607.483398,-1522.030396,65.089371
1927,0,-0.044640,-0.001889,1.516438,-607.503723,-1522.036377,65.067337
1928,0,-0.042757,-0.000054,1.516486,-607.520996,-1522.044067,65.072639
1929,0,-0.043030,-0.001338,1.516677,-607.507812,-1522.041748,65.077606
1930,0,-0.043326,-0.001669,1.516383,-607.506348,-1522.048340,65.079323
1931,0,-0.044682,-0.001970,1.516529,-607.503906,-1522.052124,65.069359
1932,0,-0.044135,-0.002393,1.516554,-607.512817,-1522.046631,65.085327
1933,0,-0.043891,-0.001722,1.516723,-607.522461,-1522.053223,65.061378
1934,0,-0.043702,-0.001292,1.516493,-607.481201,-1522.028320,65.110275
1935,0,-0.044213,-0.001490,1.516774,-607.524536,-1522.064331,65.060699
1936,0,-0.043503,-0.001767,1.516196,-607.544373,-1522.088745,65.050644
1937,0,-0.044890,-0.001488,1.517176,-607.556641,-1522.086060,65.010323
1938,0,-0.043250,-0.001111,1.516852,-607.508667,-1522.046143,65.076645
1939,0,-0.043711,-0.001773,1.516835,-607.508850,-1522.043701,65.071739
1940,0,-0.043447,-0.001580,1.516613,-607.500427,-1522.034668,65.085800
1941,0,-0.043676,-0.001926,1.516608,-607.514771,-1522.042603,65.092010
1942,0,-0.046720,-0.005685,1.516870,-607.476990,-1522.026245,65.073380
1943,0,-0.044114,-0.001731,1.516299,-607.519714,-1522.061890,65.077217
1944,0,-0.043381,-0.001594,1.516462,-607.515198,-1522.055176,65.067017
1945,0,-0.043295,-0.001170,1.516658,-607.520386,-1522.053345,65.081863
1946,0,-0.043881,-0.001421,1.516112,-607.515259,-1522.061523,65.057236
1947,0,-0.044213,-0.001483,1.516993,-607.523743,-1522.061157,65.066261
1948,0,-0.044263,-0.001429,1.516772,-607.513428,-1522.055298,65.052917
1949,0,-0.046736,-0.006120,1.516724,-607.476746,-1522.033081,65.053268
1950,0,-0.044140,-0.001665,1.516734,-607.504639,-1522.037476,65.094795
1951,0,-0.044217,-0.001829,1.516224,-607.494629,-1522.043579,65.084999
1952,0,-0.044344,-0.002087,1.516715,-607.482788,-1522.019897,65.099739
1953,0,-0.044139,-0.002262,1.516776,-607.523804,-1522.062134,65.063950
1954,0,-0.046345,-0.006197,1.516394,-607.449585,-1522.020874,65.093887
1955,0,-0.044113,-0.001499,1.516864,-607.502258,-1522.030273,65.074715
1956,0,-0.044586,-0.002218,1.516960,-607.517151,-1522.061646,65.054100
1957,0,-0.044984,-0.002406,1.516626,-607.491150,-1522.042603,65.070595
1958,0,-0.044065,-0.001633,1.516491,-607.518066,-1522.069580,65.060280
1959,0,-0.043840,-0.001268,1.516598,-607.523438,-1522.057007,65.072006
1960,0,-0.044742,-0.001703,1.516333,-607.520447,-1522.068115,65.060234
1961,0,-0.043629,-0.001556,1.516371,-607.535767,-1522.069702,65.056931
1962,0,-0.044225,-0.002178,1.516328,-607.516724,-1522.058105,65.064934
1963,0,-0.043615,-0.000919,1.516610,-607.530151,-1522.065796,65.038879
1964,0,-0.044385,-0.001752,1.516935,-607.501587,-1522.034424,65.074097
1965,0,-0.043969,-0.001457,1.516776,-607.523010,-1522.061035,65.067863
1966,0,-0.044005,-0.001533,1.516523,-607.512268,-1522.051025,65.080742
1967,0,-0.043164,-0.001203,1.516826,-607.525452,-1522.041870,65.078537
1968,0,-0.044777,-0.002086,1.516720,-607.508728,-1522.049194,65.080612
1969,0,-0.046093,-0.005547,1.516722,-607.476624,-1522.017578,65.072220
1970,0,-0.045853,-0.005834,1.516650,-607.512024,-1522.064575,65.045158
1971,0,-0.043412,-0.001310,1.516379,-607.525391,-1522.060547,65.070419
1972,0,-0.043341,-0.000670,1.516982,-607.502136,-1522.034668,65.084991
1973,0,-0.046120,-0.005488,1.516361,-607.454712,-1522.023682,65.070908
1974,0,-0.044354,-0.002090,1.516368,-607.516846,-1522.062134,65.065117
1975,0,-0.043520,-0.000866,1.516442,-607.494995,-1522.026611,65.094521
1976,0,-0.044506,-0.002149,1.516223,-607.517151,-1522.056885,65.056824
1977,0,-0.043909,-0.001240,1.516958,-607.517273,-1522.043579,65.069603
1978,0,-0.043638,-0.001257,1.516430,-607.498718,-1522.052490,65.072235
1979,0,-0.047002,-0.006921,1.516129,-607.477295,-1522.032349,65.071114
1980,0,-0.043311,-0.001004,1.516971,-607.521484,-1522.051514,65.077049
1981,0,-0.044096,-0.001630,1.516651,-607.509338,-1522.062988,65.062195
1982,0,-0.043322,-0.000848,1.516709,-607.498108,-1522.036499,65.088135
1983,0,-0.045447,-0.005270,1.516442,-607.479248,-1522.042969,65.057800
1984,0,-0.043725,-0.001812,1.516588,-607.493958,-1522.030518,65.099670
1985,0,-0.043514,-0.001237,1.516590,-607.528381,-1522.073486,65.054024
1986,0,-0.043679,-0.000915,1.516668,-607.531250,-1522.057617,65.062386
1987,0,-0.043487,-0.001156,1.516298,-607.503052,-1522.044189,65.088493
1988,0,-0.044882,-0.002034,1.517087,-607.523376,-1522.059326,65.057068
1989,0,-0.042885,-0.000905,1.516615,-607.511536,-1522.038574,65.086311
1990,0,-0.044087,-0.001597,1.516580,-607.483093,-1522.031494,65.092293
1991,0,-0.046002,-0.005530,1.516569,-607.476807,-1522.040039,65.060471
1992,0,-0.043557,-0.001226,1.516358,-607.516174,-1522.056519,65.057091
1993,0,-0.044968,-0.002079,1.516775,-607.523865,-1522.064697,65.047729
1994,0,-0.043717,-0.001250,1.516471,-607.511902,-1522.049561,65.083527
1995,0,-0.045411,-0.002643,1.516608,-607.505188,-1522.052124,65.068771
1996,0,-0.044910,-0.002267,1.516568,-607.513367,-1522.059204,65.060547
1997,0,-0.043815,-0.001455,1.516893,-607.539185,-1522.066040,65.058411
1998,0,-0.046759,-0.006095,1.516578,-607.469543,-1522.032959,65.054466
1999,0,-0.044184,-0.001425,1.516989,-607.492432,-1522.026733,65.097267
2000,0,-0.042657,-0.000880,1.516603,-607.541870,-1522.068359,65.059883
2001,0,-0.043389,-0.001676,1.516746,-607.504517,-1522.047363,65.093010
2002,0,-0.044629,-0.002101,1.517055,-607.520020,-1522.052734,65.060593
2003,0,-0.044119,-0.001977,1.516367,-607.517883,-1522.068726,65.063492
2004,0,-0.044270,-0.001241,1.516866,-607.518494,-1522.062134,65.064926
2005,0,-0.046614,-0.005952,1.516586,-607.491455,-1522.045410,65.050491
2006,0,-0.043036,-0.000714,1.516429,-607.506958,-1522.037964,65.088783
2007,0,-0.045254,-0.002074,1.516783,-607.494141,-1522.042969,65.066650
2008,0,-0.044088,-0.002632,1.516629,-607.498352,-1522.039429,65.093857
2009,0,-0.043307,-0.001413,1.516249,-607.516479,-1522.050293,65.068443
2010,0,-0.044028,-0.001693,1.516802,-607.515686,-1522.036255,65.084641
2011,0,-0.044497,-0.001957,1.516398,-607.519043,-1522.059937,65.058189
2012,0,-0.045341,-0.002547,1.516458,-607.491638,-1522.039307,65.071831
2013,0,-0.044026,-0.001440,1.516812,-607.514709,-1522.052002,65.069656
2014,0,-0.044104,-0.001519,1.516592,-607.523865,-1522.062866,65.056015
2015,0,-0.042909,-0.000941,1.516546,-607.558594,-1522.092285,65.044075
2016,0,-0.043964,-0.001050,1.516827,-607.512451,-1522.057739,65.066559
2017,0,-0.043972,-0.001461,1.516686,-607.543518,-1522.077271,65.052185
2018,0,-0.045675,-0.005736,1.516393,-607.467529,-1522.039062,65.067818
2019,0,-0.042699,-0.000525,1.516690,-607.511719,-1522.046265,65.088928
2020,0,-0.044282,-0.001863,1.516482,-607.508606,-1522.061646,65.063873
2021,0,-0.043937,-0.001879,1.516205,-607.486450,-1522.037842,65.083176
2022,0,-0.043531,-0.001164,1.516361,-607.503723,-1522.049805,65.077446
2023,0,-0.043824,-0.001501,1.516684,-607.514282,-1522.050171,65.063293
2024,0,-0.044013,-0.001217,1.516446,-607.525330,-1522.060181,65.049042
2025,0,-0.045067,-0.004758,1.516335,-607.499329,-1522.041626,65.044891
2026,0,-0.043035,-0.001087,1.516507,-607.526123,-1522.064941,65.054115
2027,0,-0.046946,-0.005957,1.516484,-607.503967,-1522.063232,65.031517
2028,0,-0.044899,-0.001733,1.516946,-607.521240,-1522.066528,65.048607
2029,0,-0.044057,-0.002022,1.516148,-607.514526,-1522.060913,65.058205
2030,0,-0.043658,-0.000920,1.516329,-607.524597,-1522.052856,65.063805
2031,0,-0.043541,-0.000790,1.516457,-607.480835,-1522.019653,65.091019
2032,0,-0.044288,-0.001169,1.516638,-607.507751,-1522.041504,65.059822
2033,0,-0.044732,-0.002418,1.516405,-607.503113,-1522.049927,65.069344
2034,0,-0.044605,-0.002149,1.516346,-607.493530,-1522.040649,65.072800
2035,0,-0.043862,-0.001892,1.516457,-607.497253,-1522.041748,65.084679
2036,0,-0.043540,-0.001099,1.516523,-607.487427,-1522.028931,65.083717
2037,0,-0.044250,-0.001597,1.516796,-607.507629,-1522.045654,65.074921
2038,0,-0.045530,-0.002262,1.516939,-607.519592,-1522.067383,65.059799
2039,0,-0.044347,-0.002146,1.516826,-607.535400,-1522.071533,65.040466
2040,0,-0.043291,-0.000981,1.516614,-607.527222,-1522.071167,65.056595
